,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
MICU2,ENSG00000165487,98,False,0.3146911170557476,1.2385696140022457,-0.39282164
PARP4,ENSG00000102699,68,False,0.2286205121090741,1.2513016101368928,-0.36931488
RNF6,ENSG00000127870,59,False,0.2148244689718895,1.3580333244165255,-0.17225885
RPL21,ENSG00000122026,896,False,3.873099840813555,2.814763715673186,0.8704062
GTF3A,ENSG00000122034,571,True,1.568765275866152,2.5857670691898047,0.79974395
MTIF3,ENSG00000122033,163,False,0.5010806544349738,1.3134822727325632,-0.5651479
POLR1D,ENSG00000186184,353,False,0.9857915071946182,1.7486274726085775,-0.38483962
ATP5EP2,ENSG00000180389,355,False,0.9516170946057716,1.236130109521228,-1.0644528
POMP,ENSG00000132963,222,False,0.6330687878911379,1.1961690636978668,-0.7123443
UBL3,ENSG00000122042,84,False,0.26788784111377195,1.2080578693988808,-0.44915468
HMGB1,ENSG00000189403,649,False,1.7894835173982835,1.6820988892262185,-0.98231846
ALOX5AP,ENSG00000132965,247,True,0.9653172153343108,2.5885473994802117,0.7289625
HSPH1,ENSG00000120694,45,False,0.13627509678423202,1.14256960588971,-0.570064
N4BP2L1,ENSG00000139597,138,True,0.555403550436223,3.880780038778873,2.6561182
N4BP2L2,ENSG00000244754,193,False,0.5978622927088548,1.4602769339887485,-0.38096017
SPG20,ENSG00000133104,59,True,0.26161804397354665,2.98094960955053,2.82409
ALG5,ENSG00000120697,89,True,0.4046871418191236,3.9186625654015703,2.7036507
EXOSC8,ENSG00000120699,124,False,0.395452732898113,1.2242628952731587,-0.6770941
SUPT20H,ENSG00000102710,76,False,0.24517423473379127,1.1789090742824362,-0.50297135
UFM1,ENSG00000120686,118,False,0.35991844694972774,1.2049096048582486,-0.45496726
NHLRC3,ENSG00000188811,83,False,0.28328266090698156,1.3631511446279405,-0.16280995
MRPS31,ENSG00000102738,88,False,0.2893793588988376,1.2644256991541571,-0.34508422
ELF1,ENSG00000120690,158,False,0.4910059823287639,1.2567445683600496,-0.6363384
WBP4,ENSG00000120688,50,False,0.1603923827845777,1.1592477316502199,-0.5392716
RGCC,ENSG00000102760,228,False,0.8284601887891008,1.767688175334755,-0.18450391
EPSTI1,ENSG00000133106,268,False,0.8593399805472375,2.2224645952915423,0.43428424
DNAJC15,ENSG00000120675,193,True,0.6706941209691657,3.450248151599399,2.1048589
GTF2F2,ENSG00000188342,74,True,0.2599831314339828,2.0880562775265474,1.1755638
TPT1,ENSG00000133112,893,False,3.747543078332773,3.0050036695888247,0.5948465
RP11-290D2.6,ENSG00000273149,43,False,0.14535294733854565,1.2110213930370874,-0.4436832
ZC3H13,ENSG00000123200,95,False,0.2901488709870551,1.1507747762925082,-0.554915
LCP1,ENSG00000136167,515,False,1.4365591804245177,1.9323171410492197,-0.45562753
ESD,ENSG00000139684,123,False,0.3772414609968655,1.292395949472428,-0.29344344
SUCLA2,ENSG00000136143,63,False,0.20073230920029198,1.2497862225947276,-0.3721127
MED4,ENSG00000136146,213,False,0.6518134490365789,1.3471826176471327,-0.75666165
ITM2B,ENSG00000136156,806,False,2.3564963891191155,2.305476230669522,-0.1918099
RB1,ENSG00000139687,56,False,0.16856093647938566,1.108189359612321,-0.6335394
LPAR6,ENSG00000139679,79,False,0.2653531973233055,1.2627339033098368,-0.34820774
RCBTB2,ENSG00000136161,78,False,0.28242387002256514,1.4659387343760049,0.026964145
SETDB2,ENSG00000136169,51,False,0.1684620627345162,1.256254562298874,-0.36017036
PHF11,ENSG00000136147,171,False,0.5265036279362081,1.3213846065606698,-0.5552326
EBPL,ENSG00000123179,113,False,0.37878522551508387,1.316057366370569,-0.24975799
KPNA3,ENSG00000102753,59,False,0.21832646033416758,1.6260890980733134,0.32264566
RNASEH2B,ENSG00000136104,199,False,0.607180500362192,1.3185380426987656,-0.5588043
DHRS12,ENSG00000102796,45,False,0.1594747717994136,1.380453609737586,-0.13086484
VPS36,ENSG00000136100,84,False,0.2666469587798551,1.2073261178913852,-0.4505057
SUGT1,ENSG00000165416,140,False,0.4408665264370099,1.2638746107589152,-0.6273921
MZT1,ENSG00000204899,68,False,0.22497486973534098,1.241068421504775,-0.38820815
PIBF1,ENSG00000083535,42,False,0.147324733689498,1.3088840809401112,-0.26300183
KLF12,ENSG00000118922,52,False,0.19483369249515584,1.5076836412968455,0.104036696
COMMD6,ENSG00000188243,610,False,1.6452701875444877,1.921173476962829,-0.47703612
UCHL3,ENSG00000118939,107,False,0.32561908730586026,1.2101246699592407,-0.44533882
KCTD12,ENSG00000178695,50,False,0.1601768869861329,1.2370744644005043,-0.39558208
CLN5,ENSG00000102805,47,False,0.1598349736155644,1.2040007476674648,-0.45664525
FBXL3,ENSG00000005812,61,False,0.21770073986175648,1.3314922588947953,-0.22126094
MYCBP2,ENSG00000005810,97,True,0.41885500050989316,3.771537084575835,2.5190477
RBM26,ENSG00000139746,45,False,0.15579207888334606,1.2646339345431077,-0.34469974
DNAJC3,ENSG00000102580,49,False,0.15653433991464547,1.2029924205431417,-0.45850688
STK24,ENSG00000102572,64,False,0.20793802297376351,1.2641202234426911,-0.3456482
UBAC2,ENSG00000134882,158,False,0.5089623010792067,1.3463319054384666,-0.52393043
GPR183,ENSG00000169508,152,True,0.5976088894777862,2.7544517487126208,1.2428801
TM9SF2,ENSG00000125304,105,False,0.33804948312381156,1.3124787772346496,-0.25636503
TPP2,ENSG00000134900,62,False,0.19292054013502088,1.216204018965152,-0.43411466
ERCC5,ENSG00000134899,47,False,0.16319445836639146,1.2688668237305674,-0.33688468
ARGLU1,ENSG00000134884,212,False,0.6376477437126779,1.263041482678829,-0.62843746
ABHD13,ENSG00000139826,54,False,0.17981773007924268,1.2377686732798123,-0.3943004
TNFSF13B,ENSG00000102524,266,True,0.9956044455441074,2.8535864177839225,1.0804257
IRS2,ENSG00000185950,53,False,0.1808296989224358,1.283349662302046,-0.31014538
CARS2,ENSG00000134905,110,False,0.3679795461864831,1.3932856525823463,-0.107173376
ANKRD10,ENSG00000088448,89,False,0.2791895738898167,1.1705888613598676,-0.5183328
PCID2,ENSG00000126226,126,False,0.40777170914219335,1.2944766297329842,-0.58899486
CUL4A,ENSG00000139842,65,False,0.23375068785358244,1.3790493948195186,-0.13345742
LAMP1,ENSG00000185896,231,False,0.7025937309293071,1.370036007317102,-0.7255664
TFDP1,ENSG00000198176,78,False,0.24133141696051058,1.1729800419434642,-0.513918
RASA3,ENSG00000185989,102,False,0.3449978283068437,1.3921451514057672,-0.10927906
CDC16,ENSG00000130177,46,False,0.16269369590534372,1.3660289313933247,-0.15749677
UPF3A,ENSG00000169062,115,False,0.3613949600910912,1.1917180373942633,-0.4793225
TTC5,ENSG00000136319,42,False,0.1497634160220874,1.3328338255361192,-0.21878403
CCNB1IP1,ENSG00000100814,61,False,0.20609672847406776,1.3255895610499477,-0.23215894
OSGEP,ENSG00000092094,97,False,0.3026373099401974,1.2001193777547272,-0.4638113
APEX1,ENSG00000100823,283,False,0.8177005022196444,1.295091164789911,-0.8275395
TMEM55B,ENSG00000165782,72,False,0.2393556444815488,1.329283731700617,-0.22533849
PNP,ENSG00000198805,65,False,0.21790404780211461,1.2238413711287186,-0.42001402
RNASE6,ENSG00000169413,121,False,0.4362971945978679,1.454217458436902,-0.3885632
METTL17,ENSG00000165792,55,False,0.19898361585884813,1.3226340540403037,-0.23761562
ARHGEF40,ENSG00000165801,99,False,0.3383519733160847,1.4806657392509608,0.054154236
HNRNPC,ENSG00000092199,470,False,1.260486221850453,1.5166567986581752,-0.9273092
SUPT16H,ENSG00000092201,54,False,0.17714991508150765,1.2468367809995038,-0.37755817
TOX4,ENSG00000092203,90,True,0.3279103658825167,2.3682377090094495,1.6928556
METTL3,ENSG00000165819,46,True,0.1733302610885097,1.9544243644467403,0.92884266
DAD1,ENSG00000129562,407,False,1.1122775435372445,1.2797966638011984,-1.0065475
OXA1L,ENSG00000155463,279,False,0.7723704299662708,1.1969333773769524,-0.9610972
SLC7A7,ENSG00000155465,237,False,0.8644943535238148,1.7884310948793076,-0.15628022
MRPL52,ENSG00000172590,190,False,0.5809142061030976,1.7935187248849591,0.037168376
LRP10,ENSG00000197324,138,False,0.4220664080636838,1.1968680814310289,-0.7114672
RBM23,ENSG00000100461,159,False,0.5205298753641014,1.4074558361462177,-0.44723642
HAUS4,ENSG00000092036,96,False,0.2871606037533285,1.1964296219250536,-0.4706236
PSMB5,ENSG00000100804,142,False,0.41558301490036503,1.1693436896256881,-0.7460029
ACIN1,ENSG00000100813,68,False,0.2281488544068433,1.3488208717442438,-0.18926756
C14orf119,ENSG00000179933,135,False,0.4499423938519645,1.5095940221462936,-0.31908053
PABPN1,ENSG00000100836,112,False,0.35939880794089435,1.2478639217621372,-0.3756618
NGDN,ENSG00000129460,97,False,0.30936032929544216,1.1745292757497556,-0.5110577
AP1G2,ENSG00000213983,79,False,0.26825877602695536,1.2762793306738647,-0.32319915
DHRS4L2,ENSG00000187630,171,False,0.5380972928269123,2.033541565429299,0.3383323
PCK2,ENSG00000100889,53,False,0.15462528776819254,1.0853688155727022,-0.67567235
DCAF11,ENSG00000100897,105,False,0.3367607536828847,1.2832597686526075,-0.31031135
PSME1,ENSG00000092010,791,False,2.2108481618877374,1.8342701387773657,-0.9232667
PSME2,ENSG00000100911,660,False,1.9209673950721902,1.998805772038692,-0.436653
IRF9,ENSG00000213928,131,False,0.423739643797511,1.2994290068031191,-0.58278096
REC8,ENSG00000100918,50,False,0.16221079138680672,1.257788723178048,-0.3573379
CHMP4A,ENSG00000254505,374,False,1.0811533282034058,2.3637250093076805,0.4308297
MDP1,ENSG00000213920,46,True,0.22656448178789237,3.548542295365185,3.8720217
NEDD8,ENSG00000129559,612,False,1.5675842791428596,1.6599848631862903,-0.9788171
GMPR2,ENSG00000100938,165,True,0.5555048587145728,3.140443488428572,1.7271956
TINF2,ENSG00000092330,167,False,0.5292540352935031,1.5306620970129927,-0.29264578
RABGGTA,ENSG00000100949,73,False,0.23014410037967142,1.1876685715718687,-0.4867989
DHRS1,ENSG00000157379,58,False,0.21381060204295638,1.6684831129134097,0.40091664
LTB4R,ENSG00000213903,51,False,0.19527115588991695,1.4003601540276178,-0.094111905
SDR39U1,ENSG00000100445,72,False,0.2391044459510958,1.2547107132945785,-0.36302075
GZMH,ENSG00000100450,106,True,1.0429296717904741,3.2420841995026812,1.5956054
GZMB,ENSG00000100453,138,True,1.7581329841852895,4.243256030820159,3.43039
SCFD1,ENSG00000092108,88,False,0.2731203708283829,1.2446905047064452,-0.38152078
HECTD1,ENSG00000092148,83,True,0.33267636918776433,2.865414386823145,2.6107802
SPTSSA,ENSG00000165389,99,False,0.30023511063423636,1.1612671275246773,-0.53554326
EAPP,ENSG00000129518,204,False,0.6129966924398231,1.2803564615120882,-0.6067118
SNX6,ENSG00000129515,223,False,0.7032057342396936,1.8622352877031478,-0.05585909
BAZ1A,ENSG00000198604,278,False,0.8258678238351075,2.284330176626371,0.51846117
SRP54,ENSG00000100883,85,False,0.29120223690961666,1.3358748386605432,-0.21316949
FAM177A1,ENSG00000151327,138,False,0.4437745522284883,1.3557164355747635,-0.5121554
PPP2R3C,ENSG00000092020,98,False,0.3058465772862043,1.1717084393920396,-0.5162657
PSMA6,ENSG00000100902,138,False,0.4189871362628597,1.18034120769146,-0.732204
NFKBIA,ENSG00000100906,533,True,1.7996857704827665,2.7140031387150776,0.7955859
MBIP,ENSG00000151332,45,False,0.16571984715575397,1.38833935424935,-0.116305605
SEC23A,ENSG00000100934,50,False,0.1588930782573516,1.1748386695615127,-0.5104864
PNN,ENSG00000100941,146,False,0.47030754298227523,1.3586132114052063,-0.5085207
KLHL28,ENSG00000179454,42,False,0.15264389244642865,1.362849104841315,-0.1633676
FKBP3,ENSG00000100442,137,True,0.4787085090201017,2.5385705630671915,0.97200745
MIS18BP1,ENSG00000129534,86,True,0.42190588685760855,4.481124374575301,3.4093885
RPS29,ENSG00000213741,860,False,2.8323440794738173,2.0579887977641316,-0.93078405
RPL36AL,ENSG00000165502,774,False,2.146620834961459,1.911131437797426,-0.7961227
MGAT2,ENSG00000168282,85,False,0.2873615001567532,1.249814002220428,-0.3720614
DNAAF2,ENSG00000165506,66,False,0.2166763949953864,1.2209284622286223,-0.42539203
KLHDC2,ENSG00000165516,105,True,0.3630749053560681,1.828785329095573,0.6968785
NEMF,ENSG00000165525,117,True,0.462384451473048,3.7431153774190213,2.4833863
ARF6,ENSG00000165527,423,False,1.1583079950431783,1.3802573612591411,-0.8733283
ATP5S,ENSG00000125375,80,False,0.262188694914493,1.2451274338915368,-0.3807141
NIN,ENSG00000100503,48,False,0.17729520170628438,1.3773154666879028,-0.13665873
PYGL,ENSG00000100504,60,False,0.19487189019781548,1.20029051283564,-0.46349537
TMX1,ENSG00000139921,142,False,0.43349422193618925,1.2240583470964566,-0.67735076
GNG2,ENSG00000186469,171,False,0.565037945105918,1.4606531668135243,-0.3804881
C14orf166,ENSG00000087302,377,False,1.0154712723520303,1.1758575284942636,-1.1443791
PTGDR,ENSG00000168229,57,True,0.4441590530527558,4.669367673329516,3.645583
PTGER2,ENSG00000125384,171,False,0.6021338528468511,1.4889147665959335,-0.34502742
PSMC6,ENSG00000100519,116,True,0.5341618988871596,4.658475320453548,3.631916
CNIH1,ENSG00000100528,152,False,0.4764861795354198,1.2887939720625536,-0.596125
CGRRF1,ENSG00000100532,51,True,0.32228740275249623,4.416411768709596,5.474347
GCH1,ENSG00000131979,107,False,0.3490159905619727,1.3986763953280952,-0.097220585
MAPK1IP1L,ENSG00000168175,146,True,0.5894462785890713,4.070960179600499,2.894743
LGALS3,ENSG00000131981,380,False,1.5126908812815345,2.331654310550358,0.31155673
KTN1,ENSG00000126777,150,False,0.4893651277708169,1.6393939843610688,-0.15621659
EXOC5,ENSG00000070367,43,False,0.15057877042321105,1.3369194104801185,-0.21124093
AP5M1,ENSG00000053770,50,False,0.17123513382756697,1.314909863751393,-0.2518766
ACTR10,ENSG00000131966,132,False,0.44178224380273984,1.4641048059195716,-0.37615722
PSMA3,ENSG00000100567,209,False,0.6257000851170067,1.3198640695763222,-0.55714047
RP11-349A22.5,ENSG00000257621,137,False,0.4246499352971332,1.235271936913363,-0.6632807
ARID4A,ENSG00000032219,137,False,0.4359783440691907,1.2684391588819672,-0.6216648
TIMM9,ENSG00000100575,108,True,0.4013196981641728,2.4440196121334896,0.8533715
JKAMP,ENSG00000050130,65,False,0.20745372520522343,1.195532626688163,-0.47227973
DHRS7,ENSG00000100612,394,True,1.2116181540400648,3.1827542119828225,1.7500393
PPM1A,ENSG00000100614,64,False,0.22712784784113854,1.3849054522175346,-0.12264553
PRKCH,ENSG00000027075,119,False,0.42897098953671137,1.5203228392108854,-0.30561876
HIF1A,ENSG00000100644,73,False,0.240880128410327,1.2495109269925526,-0.37262097
PPP2R5E,ENSG00000154001,52,False,0.17587773498756354,1.228198253065587,-0.41197002
SYNE2,ENSG00000054654,81,True,0.3357206874146583,2.550617940436976,2.0295796
ZBTB25,ENSG00000089775,57,False,0.194135436711735,1.2437443152869334,-0.38326773
ZBTB1,ENSG00000126804,58,False,0.2134009948605535,1.4059567652580023,-0.08377903
CHURC1,ENSG00000258289,208,False,0.6312275532684152,1.2568985563584332,-0.6361452
MAX,ENSG00000125952,198,True,0.6541502573579215,2.818693411148375,1.2455385
FAM71D,ENSG00000172717,46,False,0.14844132680102645,1.2308843909821494,-0.40701067
ATP6V1D,ENSG00000100554,106,False,0.3475685267805479,1.2912748203090048,-0.29551336
EIF2S1,ENSG00000134001,114,True,0.43911874899693054,3.522911521660484,2.20709
PIGH,ENSG00000100564,47,False,0.17313076774281835,1.4182430939166648,-0.061095092
VTI1B,ENSG00000100568,178,True,0.5907089258198697,2.9732542541095723,1.5174183
RDH11,ENSG00000072042,89,False,0.2930588655711229,1.2944608280000558,-0.28963113
ZFP36L1,ENSG00000185650,265,False,0.8466650730074122,1.7504685332918377,-0.2079337
ACTN1,ENSG00000072110,66,False,0.24049143953799956,1.3303442573406195,-0.22338046
DCAF5,ENSG00000139990,59,True,0.2770271172611212,3.0270425654961426,2.9091902
ERH,ENSG00000100632,405,False,1.1030739427232308,2.0270025582010716,-0.015691634
SRSF5,ENSG00000100650,740,False,2.074968658050632,2.447699465177448,0.091468334
COX16,ENSG00000133983,186,False,0.5526995213743588,1.2255393460197204,-0.6754925
MED6,ENSG00000133997,93,False,0.2944689857049441,1.2756589884153455,-0.3243445
SIPA1L1,ENSG00000197555,48,False,0.15271677189336766,1.2607158820709383,-0.35193354
RBM25,ENSG00000119707,201,False,0.6092818043411655,1.2566333578984072,-0.63647795
PSEN1,ENSG00000080815,53,False,0.167782909969459,1.1774428906332304,-0.50567836
NUMB,ENSG00000133961,102,False,0.31945691231256457,1.2502855836130158,-0.37119073
PNMA1,ENSG00000176903,43,False,0.16573826050208407,1.398796058821003,-0.09699965
COQ6,ENSG00000119723,42,False,0.15417823245499193,1.4040524656511564,-0.087294884
ABCD4,ENSG00000119688,44,False,0.15397936931210401,1.2841200917216606,-0.30872294
NPC2,ENSG00000119655,546,True,2.074730315042877,3.3705036630535936,1.6179714
ISCA2,ENSG00000165898,114,True,0.46346631912324826,3.7091265850484287,2.4407394
DLST,ENSG00000119689,51,False,0.1705177739033857,1.2481446448177709,-0.3751435
EIF2B2,ENSG00000119718,60,False,0.20995925117773778,1.2981908491881018,-0.28274447
ACYP1,ENSG00000119640,49,False,0.17435465266234426,1.3004390174277451,-0.27859375
TMED10,ENSG00000170348,239,False,0.7342956957004141,1.3904898311560194,-0.697736
FOS,ENSG00000170345,870,False,3.2942347732437596,2.604519305032259,-0.21804598
BATF,ENSG00000156127,103,False,0.3893118672366072,1.8819224543424748,0.14809121
C14orf1,ENSG00000133935,114,False,0.3596235910001643,1.27220761123128,-0.33071667
GPATCH2L,ENSG00000089916,48,False,0.1563477690586055,1.1708867804121281,-0.5177827
GSTZ1,ENSG00000100577,47,False,0.1397701903652492,1.102824846033221,-0.6434437
AHSA1,ENSG00000100591,158,False,0.49060352997474194,1.2513195417344918,-0.6431453
SPTLC2,ENSG00000100596,68,False,0.220413754391998,1.238366671318563,-0.3931963
SLIRP,ENSG00000119705,165,False,0.48434540604564175,1.1765996794755205,-0.7368986
SNW1,ENSG00000100603,176,False,0.5253584168474491,1.2699798426806002,-0.61973166
GPR65,ENSG00000140030,66,False,0.21305391912241492,1.1862757081998492,-0.48937052
ZC3H14,ENSG00000100722,48,False,0.15367108614746242,1.2078822681673993,-0.4494789
FOXN3,ENSG00000053254,112,False,0.37402013081796326,1.3481815149532719,-0.19044799
CALM1,ENSG00000198668,713,False,2.156816818776602,2.4689473051584674,0.12661652
C14orf159,ENSG00000133943,74,False,0.2365364480525088,1.2339141310161967,-0.40141693
CCDC88C,ENSG00000015133,119,False,0.3770823996481828,1.2347609230297196,-0.39985353
SMEK1,ENSG00000100796,69,False,0.23602145757887866,1.3449074100893212,-0.19649288
TC2N,ENSG00000165929,112,False,0.3806671224362848,1.3457389388528842,-0.19495766
FBLN5,ENSG00000140092,47,False,0.17105111154011832,1.2821313298583303,-0.31239477
ATXN3,ENSG00000066427,63,True,0.3464027605412536,4.4619901231100405,5.558497
NDUFB1,ENSG00000183648,227,False,0.675345184251523,1.3384948714705254,-0.76848257
RIN3,ENSG00000100599,144,False,0.44801460295379675,1.3142640262187666,-0.56416696
ITPK1,ENSG00000100605,58,False,0.183033826085074,1.1734838657464153,-0.5129878
MOAP1,ENSG00000165943,100,False,0.3543843811756354,1.4133246841842615,-0.07017583
